size,length,ratio,population,random,num,spend
50,48,0.6,500,10,50,14.16
50,48,0.6,500,25,52,13.88
50,48,0.6,500,50,56,14.28
50,48,0.6,500,75,52,12.74
50,48,0.6,500,100,53,12.67
50,48,0.6,750,10,51,14.61
50,48,0.6,750,25,55,15.83
50,48,0.6,750,50,56,14.38
50,48,0.6,750,75,55,13.77
50,48,0.6,750,100,54,12.18
50,48,0.6,1000,10,53,15.78
50,48,0.6,1000,25,53,14.45
50,48,0.6,1000,50,56,13.4
50,48,0.6,1000,75,54,12.78
50,48,0.6,1000,100,53,11.99
50,51,0.6,100,10,41,11.44
50,51,0.6,100,25,40,10.37
50,51,0.6,100,50,45,11.84
50,51,0.6,100,75,50,13.54
50,51,0.6,100,100,46,12.11
50,51,0.6,250,10,46,13.18
50,51,0.6,250,25,50,14.94
50,51,0.6,250,50,52,14.72
50,51,0.6,250,75,53,14.4
50,51,0.6,250,100,54,14.85
50,51,0.6,500,10,50,15.64
50,51,0.6,500,25,51,14.9
50,51,0.6,500,50,52,14.87
50,51,0.6,500,75,55,15.82
50,51,0.6,500,100,52,13.57
50,51,0.6,750,10,52,16.89
50,51,0.6,750,25,55,17.4
50,51,0.6,750,50,54,15.09
50,51,0.6,750,75,54,13.86
50,51,0.6,750,100,54,13.75
50,51,0.6,1000,10,52,17.07
50,51,0.6,1000,25,55,16.66
50,51,0.6,1000,50,55,15.15
50,51,0.6,1000,75,55,14.23
50,51,0.6,1000,100,54,13.6
50,54,0.6,100,10,43,12.71
50,54,0.6,100,25,39,9.99
50,54,0.6,100,50,43,11.48
50,54,0.6,100,75,46,12.44
50,54,0.6,100,100,46,12.85
50,54,0.6,250,10,41,12.15
50,54,0.6,250,25,45,13.13
50,54,0.6,250,50,45,13.25
50,54,0.6,250,75,45,12.26
50,54,0.6,250,100,48,13.0
50,54,0.6,500,10,45,14.19
50,54,0.6,500,25,52,15.41
50,54,0.6,500,50,50,14.18
50,54,0.6,500,75,49,13.84
50,54,0.6,500,100,46,11.78
50,54,0.6,750,10,48,16.81
50,54,0.6,750,25,47,14.4
50,54,0.6,750,50,50,13.78
50,54,0.6,750,75,50,13.65
50,54,0.6,750,100,47,12.16
50,54,0.6,1000,10,49,16.05
50,54,0.6,1000,25,50,15.42
50,54,0.6,1000,50,50,13.27
50,54,0.6,1000,75,51,12.37
50,54,0.6,1000,100,47,10.81
50,57,0.6,100,10,43,13.81
50,57,0.6,100,25,46,13.94
50,57,0.6,100,50,41,10.88
50,57,0.6,100,75,41,10.87
50,57,0.6,100,100,45,12.98
50,57,0.6,250,10,45,15.28
50,57,0.6,250,25,46,14.71
50,57,0.6,250,50,46,13.15
50,57,0.6,250,75,47,13.11
50,57,0.6,250,100,46,12.88
50,57,0.6,500,10,47,17.02
50,57,0.6,500,25,46,14.4
50,57,0.6,500,50,46,14.26
50,57,0.6,500,75,50,15.12
50,57,0.6,500,100,48,12.75
50,57,0.6,750,10,47,16.15
50,57,0.6,750,25,49,16.75
50,57,0.6,750,50,49,14.98
50,57,0.6,750,75,49,14.34
50,57,0.6,750,100,47,12.73
50,57,0.6,1000,10,49,17.63
50,57,0.6,1000,25,49,15.81
50,57,0.6,1000,50,51,15.2
50,57,0.6,1000,75,52,14.04
50,57,0.6,1000,100,49,12.14
50,60,0.6,100,10,40,11.6
50,60,0.6,100,25,36,10.09
50,60,0.6,100,50,42,12.25
50,60,0.6,100,75,40,11.29
50,60,0.6,100,100,43,13.07
50,60,0.6,250,10,38,12.18
50,60,0.6,250,25,45,14.98
50,60,0.6,250,50,46,13.65
50,60,0.6,250,75,43,12.57
50,60,0.6,250,100,46,13.96
50,60,0.6,500,10,43,15.33
50,60,0.6,500,25,45,15.03
50,60,0.6,500,50,47,15.5
50,60,0.6,500,75,45,13.8
50,60,0.6,500,100,47,13.33
50,60,0.6,750,10,45,16.39
50,60,0.6,750,25,46,15.94
50,60,0.6,750,50,48,15.58
50,60,0.6,750,75,47,13.87
50,60,0.6,750,100,46,14.01
50,60,0.6,1000,10,48,20.41
50,60,0.6,1000,25,48,16.9
50,60,0.6,1000,50,48,14.79
50,60,0.6,1000,75,48,13.6
50,60,0.6,1000,100,45,13.04
100,48,0.6,100,10,55,16.13
100,48,0.6,100,25,57,17.22
100,48,0.6,100,50,56,14.62
100,48,0.6,100,75,56,15.6
100,48,0.6,100,100,64,19.21
100,48,0.6,250,10,56,17.69
100,48,0.6,250,25,57,17.37
100,48,0.6,250,50,60,17.63
100,48,0.6,250,75,65,19.85
100,48,0.6,250,100,66,19.62
100,48,0.6,500,10,64,23.17
100,48,0.6,500,25,64,21.36
100,48,0.6,500,50,62,19.51
100,48,0.6,500,75,67,21.11
100,48,0.6,500,100,68,20.2
100,48,0.6,750,10,66,22.99
100,48,0.6,750,25,66,22.12
100,48,0.6,750,50,67,20.8
100,48,0.6,750,75,69,21.28
100,48,0.6,750,100,69,21.14
100,48,0.6,1000,10,67,23.63
100,48,0.6,1000,25,68,22.5
100,48,0.6,1000,50,69,21.51
100,48,0.6,1000,75,70,20.48
100,48,0.6,1000,100,71,20.57
100,51,0.6,100,10,46,14.28
100,51,0.6,100,25,47,12.65
100,51,0.6,100,50,51,14.28
100,51,0.6,100,75,54,17.05
100,51,0.6,100,100,52,14.64
100,51,0.6,250,10,54,18.43
100,51,0.6,250,25,55,17.43
100,51,0.6,250,50,59,18.75
100,51,0.6,250,75,57,16.5
100,51,0.6,250,100,61,18.32
100,51,0.6,500,10,55,19.01
100,51,0.6,500,25,63,22.18
100,51,0.6,500,50,62,20.56
100,51,0.6,500,75,61,18.78
100,51,0.6,500,100,60,17.67
100,51,0.6,750,10,61,22.51
100,51,0.6,750,25,63,23.19
100,51,0.6,750,50,64,21.47
100,51,0.6,750,75,67,20.51
100,51,0.6,750,100,65,18.38
100,51,0.6,1000,10,65,25.55
100,51,0.6,1000,25,63,22.84
100,51,0.6,1000,50,64,21.49
100,51,0.6,1000,75,66,20.49
100,51,0.6,1000,100,66,19.84
100,54,0.6,100,10,45,14.89
100,54,0.6,100,25,49,15.17
100,54,0.6,100,50,49,14.54
100,54,0.6,100,75,49,13.96
100,54,0.6,100,100,54,15.77
100,54,0.6,250,10,51,17.05
100,54,0.6,250,25,55,19.05
100,54,0.6,250,50,53,17.33
100,54,0.6,250,75,54,16.76
100,54,0.6,250,100,59,19.88
100,54,0.6,500,10,55,21.06
100,54,0.6,500,25,59,21.92
100,54,0.6,500,50,61,22.41
100,54,0.6,500,75,56,17.27
100,54,0.6,500,100,59,19.04
100,54,0.6,750,10,57,22.44
100,54,0.6,750,25,60,21.95
100,54,0.6,750,50,59,20.37
100,54,0.6,750,75,60,18.96
100,54,0.6,750,100,62,18.61
100,54,0.6,1000,10,60,24.19
100,54,0.6,1000,25,59,21.35
100,54,0.6,1000,50,61,19.03
100,54,0.6,1000,75,60,17.42
100,54,0.6,1000,100,59,17.5
100,57,0.6,100,10,45,14.49
100,57,0.6,100,25,41,11.13
100,57,0.6,100,50,46,13.01
100,57,0.6,100,75,49,15.0
100,57,0.6,100,100,53,16.54
100,57,0.6,250,10,48,16.34
100,57,0.6,250,25,48,15.92
100,57,0.6,250,50,50,15.24
100,57,0.6,250,75,55,17.82
100,57,0.6,250,100,54,17.32
100,57,0.6,500,10,51,19.54
100,57,0.6,500,25,58,22.94
100,57,0.6,500,50,57,19.57
100,57,0.6,500,75,58,18.49
100,57,0.6,500,100,58,17.17
100,57,0.6,750,10,53,21.06
100,57,0.6,750,25,55,20.18
100,57,0.6,750,50,58,20.34
100,57,0.6,750,75,58,19.6
100,57,0.6,750,100,58,18.96
100,57,0.6,1000,10,57,22.88
100,57,0.6,1000,25,59,22.71
100,57,0.6,1000,50,57,19.49
100,57,0.6,1000,75,57,17.91
100,57,0.6,1000,100,57,15.96
100,60,0.6,100,10,45,14.7
100,60,0.6,100,25,51,18.51
100,60,0.6,100,50,49,16.1
100,60,0.6,100,75,46,14.24
100,60,0.6,100,100,51,15.95
100,60,0.6,250,10,49,18.82
100,60,0.6,250,25,49,17.85
100,60,0.6,250,50,55,20.97
100,60,0.6,250,75,53,17.8
100,60,0.6,250,100,52,18.04
100,60,0.6,500,10,55,23.4
100,60,0.6,500,25,54,21.5
100,60,0.6,500,50,55,19.17
100,60,0.6,500,75,56,19.61
100,60,0.6,500,100,58,21.38
100,60,0.6,750,10,57,25.54
100,60,0.6,750,25,56,22.69
100,60,0.6,750,50,55,20.4
100,60,0.6,750,75,59,22.34
100,60,0.6,750,100,55,19.13
100,60,0.6,1000,10,54,23.28
100,60,0.6,1000,25,58,23.57
100,60,0.6,1000,50,60,22.57
100,60,0.6,1000,75,58,20.53
100,60,0.6,1000,100,58,19.43
