size,length,ratio,population,random,num,spend
10,57,0.9,1000,10,2,0.3
10,57,0.9,1000,25,2,0.44
10,57,0.9,1000,50,2,0.7
10,57,0.9,1000,75,2,0.93
10,57,0.9,1000,100,2,1.17
10,60,0.9,100,10,2,0.27
10,60,0.9,100,25,2,0.39
10,60,0.9,100,50,2,0.66
10,60,0.9,100,75,2,0.93
10,60,0.9,100,100,2,1.2
10,60,0.9,250,10,2,0.24
10,60,0.9,250,25,2,0.41
10,60,0.9,250,50,2,0.68
10,60,0.9,250,75,2,0.95
10,60,0.9,250,100,2,1.22
10,60,0.9,500,10,2,0.27
10,60,0.9,500,25,2,0.43
10,60,0.9,500,50,2,0.71
10,60,0.9,500,75,2,0.98
10,60,0.9,500,100,2,1.25
10,60,0.9,750,10,2,0.29
10,60,0.9,750,25,2,0.46
10,60,0.9,750,50,2,0.74
10,60,0.9,750,75,2,1.04
10,60,0.9,750,100,2,1.31
10,60,0.9,1000,10,2,0.32
10,60,0.9,1000,25,2,0.49
10,60,0.9,1000,50,2,0.76
10,60,0.9,1000,75,2,1.03
10,60,0.9,1000,100,2,1.3
50,48,0.9,100,10,2,0.25
50,48,0.9,100,25,2,0.31
50,48,0.9,100,50,2,0.51
50,48,0.9,100,75,2,0.69
50,48,0.9,100,100,2,0.89
50,48,0.9,250,10,2,0.29
50,48,0.9,250,25,2,0.34
50,48,0.9,250,50,2,0.52
50,48,0.9,250,75,2,0.78
50,48,0.9,250,100,2,1.04
50,48,0.9,500,10,2,0.25
50,48,0.9,500,25,2,0.4
50,48,0.9,500,50,2,0.58
50,48,0.9,500,75,2,0.79
50,48,0.9,500,100,2,0.96
50,48,0.9,750,10,2,0.27
50,48,0.9,750,25,2,0.37
50,48,0.9,750,50,2,0.57
50,48,0.9,750,75,2,0.75
50,48,0.9,750,100,2,0.96
50,48,0.9,1000,10,2,0.27
50,48,0.9,1000,25,2,0.39
50,48,0.9,1000,50,2,0.61
50,48,0.9,1000,75,3,0.78
50,48,0.9,1000,100,2,0.99
50,51,0.9,100,10,2,0.29
50,51,0.9,100,25,2,0.37
50,51,0.9,100,50,2,0.59
50,51,0.9,100,75,2,0.87
50,51,0.9,100,100,2,1.09
50,51,0.9,250,10,2,0.24
50,51,0.9,250,25,2,0.36
50,51,0.9,250,50,2,0.58
50,51,0.9,250,75,2,0.8
50,51,0.9,250,100,3,1.07
50,51,0.9,500,10,2,0.26
50,51,0.9,500,25,2,0.4
50,51,0.9,500,50,2,0.66
50,51,0.9,500,75,2,0.89
50,51,0.9,500,100,2,1.23
50,51,0.9,750,10,2,0.28
50,51,0.9,750,25,2,0.44
50,51,0.9,750,50,2,0.71
50,51,0.9,750,75,2,0.86
50,51,0.9,750,100,3,1.11
50,51,0.9,1000,10,2,0.34
50,51,0.9,1000,25,2,0.5
50,51,0.9,1000,50,2,0.69
50,51,0.9,1000,75,2,0.89
50,51,0.9,1000,100,3,1.14
50,54,0.9,100,10,2,0.3
50,54,0.9,100,25,3,0.4
50,54,0.9,100,50,2,0.64
50,54,0.9,100,75,2,0.9
50,54,0.9,100,100,3,1.16
50,54,0.9,250,10,2,0.25
50,54,0.9,250,25,3,0.41
50,54,0.9,250,50,2,0.66
50,54,0.9,250,75,2,0.92
50,54,0.9,250,100,3,1.2
50,54,0.9,500,10,2,0.28
50,54,0.9,500,25,3,0.44
50,54,0.9,500,50,2,0.68
50,54,0.9,500,75,2,0.93
50,54,0.9,500,100,3,1.2
50,54,0.9,750,10,2,0.3
50,54,0.9,750,25,3,0.47
50,54,0.9,750,50,2,0.75
50,54,0.9,750,75,2,1.01
50,54,0.9,750,100,3,1.3
50,54,0.9,1000,10,2,0.33
50,54,0.9,1000,25,2,0.48
50,54,0.9,1000,50,2,0.74
50,54,0.9,1000,75,3,0.99
50,54,0.9,1000,100,3,1.28
50,57,0.9,100,10,2,0.29
50,57,0.9,100,25,2,0.4
50,57,0.9,100,50,2,0.65
50,57,0.9,100,75,2,0.9
50,57,0.9,100,100,2,1.17
50,57,0.9,250,10,2,0.25
50,57,0.9,250,25,2,0.4
50,57,0.9,250,50,2,0.65
50,57,0.9,250,75,2,0.9
50,57,0.9,250,100,2,1.15
50,57,0.9,500,10,2,0.28
50,57,0.9,500,25,2,0.43
50,57,0.9,500,50,2,0.68
50,57,0.9,500,75,2,0.94
50,57,0.9,500,100,2,1.19
50,57,0.9,750,10,2,0.3
50,57,0.9,750,25,2,0.46
50,57,0.9,750,50,2,0.71
50,57,0.9,750,75,2,1.01
50,57,0.9,750,100,2,1.24
50,57,0.9,1000,10,2,0.34
50,57,0.9,1000,25,2,0.49
50,57,0.9,1000,50,2,0.75
50,57,0.9,1000,75,2,0.99
50,57,0.9,1000,100,2,1.27
50,60,0.9,100,10,2,0.31
50,60,0.9,100,25,2,0.44
50,60,0.9,100,50,2,0.73
50,60,0.9,100,75,2,1.02
50,60,0.9,100,100,2,1.39
50,60,0.9,250,10,2,0.28
50,60,0.9,250,25,2,0.47
50,60,0.9,250,50,2,0.78
50,60,0.9,250,75,2,1.03
50,60,0.9,250,100,2,1.38
50,60,0.9,500,10,2,0.3
50,60,0.9,500,25,2,0.48
50,60,0.9,500,50,2,0.82
50,60,0.9,500,75,2,1.12
50,60,0.9,500,100,2,1.37
50,60,0.9,750,10,2,0.34
50,60,0.9,750,25,2,0.54
50,60,0.9,750,50,2,0.85
50,60,0.9,750,75,2,1.1
50,60,0.9,750,100,2,1.34
50,60,0.9,1000,10,2,0.36
50,60,0.9,1000,25,2,0.53
50,60,0.9,1000,50,2,0.81
50,60,0.9,1000,75,2,1.09
50,60,0.9,1000,100,2,1.38
100,48,0.9,100,10,2,0.27
100,48,0.9,100,25,2,0.36
100,48,0.9,100,50,2,0.59
100,48,0.9,100,75,2,0.78
100,48,0.9,100,100,2,1.0
100,48,0.9,250,10,2,0.24
100,48,0.9,250,25,2,0.38
100,48,0.9,250,50,2,0.59
100,48,0.9,250,75,2,0.81
100,48,0.9,250,100,2,1.01
100,48,0.9,500,10,2,0.28
100,48,0.9,500,25,2,0.4
100,48,0.9,500,50,2,0.62
100,48,0.9,500,75,3,0.84
100,48,0.9,500,100,2,1.05
100,48,0.9,750,10,2,0.3
100,48,0.9,750,25,2,0.43
100,48,0.9,750,50,2,0.64
100,48,0.9,750,75,3,0.88
100,48,0.9,750,100,2,1.07
100,48,0.9,1000,10,2,0.33
100,48,0.9,1000,25,2,0.48
100,48,0.9,1000,50,2,0.77
100,48,0.9,1000,75,2,0.91
100,48,0.9,1000,100,2,1.11
100,51,0.9,100,10,3,0.29
100,51,0.9,100,25,2,0.39
100,51,0.9,100,50,2,0.65
100,51,0.9,100,75,2,0.89
100,51,0.9,100,100,2,1.14
100,51,0.9,250,10,2,0.26
100,51,0.9,250,25,2,0.42
100,51,0.9,250,50,2,0.7
100,51,0.9,250,75,2,0.92
100,51,0.9,250,100,2,1.18
100,51,0.9,500,10,2,0.31
100,51,0.9,500,25,2,0.45
100,51,0.9,500,50,2,0.7
100,51,0.9,500,75,3,0.94
100,51,0.9,500,100,2,1.18
100,51,0.9,750,10,3,0.34
100,51,0.9,750,25,2,0.51
100,51,0.9,750,50,2,0.74
100,51,0.9,750,75,2,1.04
100,51,0.9,750,100,2,1.26
100,51,0.9,1000,10,2,0.38
100,51,0.9,1000,25,2,0.54
100,51,0.9,1000,50,2,0.81
100,51,0.9,1000,75,2,1.03
100,51,0.9,1000,100,2,1.24
100,54,0.9,100,10,2,0.31
100,54,0.9,100,25,2,0.44
100,54,0.9,100,50,2,0.71
100,54,0.9,100,75,2,0.99
100,54,0.9,100,100,3,1.27
100,54,0.9,250,10,2,0.28
100,54,0.9,250,25,3,0.46
100,54,0.9,250,50,2,0.73
100,54,0.9,250,75,3,1.18
100,54,0.9,250,100,3,1.32
100,54,0.9,500,10,2,0.32
100,54,0.9,500,25,3,0.51
100,54,0.9,500,50,3,0.78
100,54,0.9,500,75,2,1.05
100,54,0.9,500,100,3,1.32
100,54,0.9,750,10,2,0.35
100,54,0.9,750,25,2,0.52
100,54,0.9,750,50,2,0.79
100,54,0.9,750,75,3,1.08
100,54,0.9,750,100,3,1.38
100,54,0.9,1000,10,2,0.38
100,54,0.9,1000,25,2,0.55
100,54,0.9,1000,50,3,0.88
100,54,0.9,1000,75,3,1.12
100,54,0.9,1000,100,3,1.4
100,57,0.9,100,10,2,0.31
100,57,0.9,100,25,2,0.44
100,57,0.9,100,50,2,0.74
100,57,0.9,100,75,2,1.0
100,57,0.9,100,100,2,1.29
100,57,0.9,250,10,2,0.3
100,57,0.9,250,25,2,0.46
100,57,0.9,250,50,2,0.75
100,57,0.9,250,75,2,1.03
100,57,0.9,250,100,2,1.3
100,57,0.9,500,10,2,0.33
100,57,0.9,500,25,2,0.49
100,57,0.9,500,50,2,0.78
100,57,0.9,500,75,2,1.06
100,57,0.9,500,100,2,1.32
100,57,0.9,750,10,2,0.36
100,57,0.9,750,25,2,0.52
100,57,0.9,750,50,2,0.81
100,57,0.9,750,75,2,1.11
100,57,0.9,750,100,3,1.37
100,57,0.9,1000,10,2,0.39
100,57,0.9,1000,25,2,0.57
100,57,0.9,1000,50,2,0.85
100,57,0.9,1000,75,2,1.13
100,57,0.9,1000,100,2,1.41
100,60,0.9,100,10,2,0.33
100,60,0.9,100,25,2,0.48
100,60,0.9,100,50,2,0.8
100,60,0.9,100,75,2,1.13
100,60,0.9,100,100,2,1.48
100,60,0.9,250,10,2,0.31
100,60,0.9,250,25,2,0.52
100,60,0.9,250,50,2,0.83
100,60,0.9,250,75,2,1.14
100,60,0.9,250,100,2,1.44
100,60,0.9,500,10,2,0.35
100,60,0.9,500,25,2,0.55
100,60,0.9,500,50,2,0.86
100,60,0.9,500,75,2,1.19
100,60,0.9,500,100,2,1.48
100,60,0.9,750,10,2,0.39
100,60,0.9,750,25,2,0.57
100,60,0.9,750,50,2,0.91
100,60,0.9,750,75,2,1.22
100,60,0.9,750,100,2,1.49
100,60,0.9,1000,10,2,0.41
100,60,0.9,1000,25,2,0.61
100,60,0.9,1000,50,2,0.91
100,60,0.9,1000,75,2,1.24
100,60,0.9,1000,100,2,1.57
