size,length,ratio,population,random,num,spend
100,48,0.5,500,100,364,636.85
100,48,0.5,750,10,348,657.16
100,48,0.5,750,25,358,679.15
100,48,0.5,750,50,352,643.77
100,48,0.5,750,75,355,624.05
100,48,0.5,750,100,361,639.9
100,48,0.5,1000,10,354,674.82
100,48,0.5,1000,25,360,673.53
100,48,0.5,1000,50,363,667.61
100,48,0.5,1000,75,361,649.96
100,48,0.5,1000,100,357,606.8
100,51,0.5,100,10,369,807.21
100,51,0.5,100,25,375,823.72
100,51,0.5,100,50,397,907.52
100,51,0.5,100,75,403,899.49
100,51,0.5,100,100,418,948.91
100,51,0.5,250,10,416,1042.31
100,51,0.5,250,25,419,1066.65
100,51,0.5,250,50,430,1095.83
100,51,0.5,250,75,445,1146.6
100,51,0.5,250,100,428,1022.75
100,51,0.5,500,10,447,1211.66
100,51,0.5,500,25,446,1182.36
100,51,0.5,500,50,466,1264.42
100,51,0.5,500,75,466,1236.84
100,51,0.5,500,100,469,1248.72
100,51,0.5,750,10,461,1289.0
100,51,0.5,750,25,461,1270.97
100,51,0.5,750,50,482,1353.99
100,51,0.5,750,75,473,1261.78
100,51,0.5,750,100,476,1247.75
100,51,0.5,1000,10,476,1366.14
100,51,0.5,1000,25,476,1348.09
100,51,0.5,1000,50,486,1358.85
100,51,0.5,1000,75,485,1297.98
100,51,0.5,1000,100,473,1215.58
100,54,0.5,100,10,315,650.8
100,54,0.5,100,25,332,694.52
100,54,0.5,100,50,330,688.6
100,54,0.5,100,75,337,698.08
100,54,0.5,100,100,347,690.34
100,54,0.5,250,10,353,833.95
100,54,0.5,250,25,351,795.33
100,54,0.5,250,50,367,848.27
100,54,0.5,250,75,380,913.03
100,54,0.5,250,100,379,876.53
100,54,0.5,500,10,388,1003.04
100,54,0.5,500,25,381,948.29
100,54,0.5,500,50,383,937.79
100,54,0.5,500,75,396,986.57
100,54,0.5,500,100,407,993.06
100,54,0.5,750,10,396,1029.73
100,54,0.5,750,25,399,1051.89
100,54,0.5,750,50,414,1084.42
100,54,0.5,750,75,402,1001.94
100,54,0.5,750,100,404,976.61
100,54,0.5,1000,10,404,1084.73
100,54,0.5,1000,25,401,1045.55
100,54,0.5,1000,50,414,1060.05
100,54,0.5,1000,75,412,1031.62
100,54,0.5,1000,100,413,979.31
100,57,0.5,100,10,426,1277.13
100,57,0.5,100,25,444,1409.45
100,57,0.5,100,50,453,1417.0
100,57,0.5,100,75,457,1419.38
100,57,0.5,100,100,459,1409.01
100,57,0.5,250,10,458,1525.21
100,57,0.5,250,25,471,1610.16
100,57,0.5,250,50,494,1737.86
100,57,0.5,250,75,494,1693.08
100,57,0.5,250,100,503,1732.82
100,57,0.5,500,10,508,1902.53
100,57,0.5,500,25,515,1930.24
100,57,0.5,500,50,522,1943.93
100,57,0.5,500,75,524,1901.47
100,57,0.5,500,100,527,1897.29
100,57,0.5,750,10,521,2004.12
100,57,0.5,750,25,532,2057.81
100,57,0.5,750,50,541,2044.31
100,57,0.5,750,75,537,1965.92
100,57,0.5,750,100,538,1944.3
100,57,0.5,1000,10,533,2076.78
100,57,0.5,1000,25,544,2112.38
100,57,0.5,1000,50,546,2060.7
100,57,0.5,1000,75,554,2063.54
100,57,0.5,1000,100,543,1919.74
100,60,0.5,100,10,367,1035.33
100,60,0.5,100,25,381,1097.13
100,60,0.5,100,50,392,1166.21
100,60,0.5,100,75,407,1209.44
100,60,0.5,100,100,408,1200.05
100,60,0.5,250,10,401,1267.48
100,60,0.5,250,25,424,1396.38
100,60,0.5,250,50,429,1418.98
100,60,0.5,250,75,429,1357.76
100,60,0.5,250,100,433,1411.09
100,60,0.5,500,10,429,1465.89
100,60,0.5,500,25,443,1538.26
100,60,0.5,500,50,457,1601.92
100,60,0.5,500,75,460,1575.81
100,60,0.5,500,100,461,1564.02
100,60,0.5,750,10,447,1567.78
100,60,0.5,750,25,460,1629.36
100,60,0.5,750,50,458,1577.31
100,60,0.5,750,75,465,1592.31
100,60,0.5,750,100,471,1595.51
100,60,0.5,1000,10,466,1708.4
100,60,0.5,1000,25,463,1629.39
100,60,0.5,1000,50,471,1619.69
100,60,0.5,1000,75,470,1584.47
100,60,0.5,1000,100,478,1560.69


