junction_length	tpos	cond_pos	cond_all	cond_neg	test_pos	fpos	norm_mini	size_threshold	cut_off	para_pp	para_pw	radius	sample
68	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
69	2685	2772	4928230	4925458	2722	37	0.6	1000	0.12	20.592	26.33	0.5	M2-1
72	2703	2716	2248260	2245544	2720	17	0.6	1000	0.12	20.592	26.33	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
75	166287	166303	2494261	2327958	166292	5	0.6	1000	0.12	20.592	26.33	0.5	M2-1
78	606	617	541320	540703	626	20	0.6	1000	0.12	20.592	26.33	0.5	M2-1
81	18083	18097	402753	384656	18083	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
87	93	102	20100	19998	93	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
3	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
24	80	80	17391	17311	238	158	0.6	1000	0.15	20.887	30.98	0.5	M2-1
27	58	58	20706	20648	137	79	0.6	1000	0.15	20.887	30.98	0.5	M2-1
30	317	317	102831	102514	418	101	0.6	1000	0.15	20.887	30.98	0.5	M2-1
33	777	781	571915	571134	1183	406	0.6	1000	0.15	20.887	30.98	0.5	M2-1
36	1468	1518	1530375	1528857	1628	160	0.6	1000	0.15	20.887	30.98	0.5	M2-1
39	13340	13402	4501500	4488098	13516	176	0.6	1000	0.15	20.887	30.98	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
42	28493	28588	10010575	9981987	28932	439	0.6	1000	0.15	20.887	30.98	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
45	14878	15621	16522626	16507005	15459	581	0.6	1000	0.15	20.887	30.98	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
48	32265	32345	24398605	24366260	33953	1688	0.6	1000	0.15	20.887	30.98	0.5	M2-1
51	13993	14167	23988201	23974034	15317	1324	0.6	1000	0.15	20.887	30.98	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
54	34001	34863	24217320	24182457	36084	2083	0.6	1000	0.15	20.887	30.98	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
57	28476	28771	23932821	23904050	29988	1512	0.6	1000	0.15	20.887	30.98	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
60	13949	14059	16869336	16855277	14546	597	0.6	1000	0.15	20.887	30.98	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
63	19855	19873	11608971	11589098	20008	153	0.6	1000	0.15	20.887	30.98	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
66	42535	42563	7755891	7713328	42654	119	0.6	1000	0.15	20.887	30.98	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
69	2737	2772	4928230	4925458	2850	113	0.6	1000	0.15	20.887	30.98	0.5	M2-1
72	2705	2716	2248260	2245544	2739	34	0.6	1000	0.15	20.887	30.98	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
75	166290	166303	2494261	2327958	166331	41	0.6	1000	0.15	20.887	30.98	0.5	M2-1
78	614	617	541320	540703	701	87	0.6	1000	0.15	20.887	30.98	0.5	M2-1
81	18097	18097	402753	384656	18097	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
87	102	102	20100	19998	102	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.15	20.887	30.98	0.5	M2-1
6	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
8	3	6	6	0	3	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
24	9161	9286	76636	67350	9282	121	0.6	1000	0.1	22.318	29.619	0.5	M5-1
27	9928	11312	53956	42644	9928	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
30	84740	84807	512578	427771	84741	1	0.6	1000	0.1	22.318	29.619	0.5	M5-1
33	15278	16399	1097421	1081022	15288	10	0.6	1000	0.1	22.318	29.619	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
36	38224	38513	3324331	3285818	38246	22	0.6	1000	0.1	22.318	29.619	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
39	71418	78081	8914753	8836672	71420	2	0.6	1000	0.1	22.318	29.619	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
42	161951	168038	24440536	24272498	161979	28	0.6	1000	0.1	22.318	29.619	0.5	M5-1
45	178320	190901	46527481	46336580	178451	131	0.6	1000	0.1	22.318	29.619	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
48	421821	430088	84142878	83712790	422273	452	0.6	1000	0.1	22.318	29.619	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
51	276815	283513	65259600	64976087	278494	1679	0.6	1000	0.1	22.318	29.619	0.5	M5-1
54	389895	394658	62826445	62431787	389904	9	0.6	1000	0.1	22.318	29.619	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
57	397702	402140	60077241	59675101	397888	186	0.6	1000	0.1	22.318	29.619	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
60	138098	141584	42878430	42736846	138399	301	0.6	1000	0.1	22.318	29.619	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
63	282150	283443	33020001	32736558	282213	63	0.6	1000	0.1	22.318	29.619	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
66	143382	146922	23225520	23078598	143382	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
69	208731	210783	17877210	17666427	208752	21	0.6	1000	0.1	22.318	29.619	0.5	M5-1
72	196788	198785	11005086	10806301	196964	176	0.6	1000	0.1	22.318	29.619	0.5	M5-1
75	24142	27401	2809635	2782234	24146	4	0.6	1000	0.1	22.318	29.619	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
78	57186	58159	2273778	2215619	57186	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
81	14821	14958	644680	629722	14821	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
84	29207	29526	328455	298929	29207	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.1	22.318	29.619	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.1	22.318	29.619	0.5	M5-1
3	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
6	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
24	73	75	3570	3495	73	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
27	6507	6507	43071	36564	6513	6	0.6	1000	0.12	22.358	22.601	0.5	M4-1
30	709	716	40755	40039	714	5	0.6	1000	0.12	22.358	22.601	0.5	M4-1
33	33957	33984	424581	390597	33957	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
36	4978	4979	458403	453424	4984	6	0.6	1000	0.12	22.358	22.601	0.5	M4-1
39	218354	234607	6813586	6578979	218373	19	0.6	1000	0.12	22.358	22.601	0.5	M4-1
41	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
42	70590	74965	8559453	8484488	71727	1137	0.6	1000	0.12	22.358	22.601	0.5	M4-1
45	266514	274902	18638565	18363663	266535	21	0.6	1000	0.12	22.358	22.601	0.5	M4-1
47	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
48	210917	212334	24981846	24769512	211324	407	0.6	1000	0.12	22.358	22.601	0.5	M4-1
49	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
50	10	10	15	5	10	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
51	268213	270020	34283340	34013320	268345	132	0.6	1000	0.12	22.358	22.601	0.5	M4-1
52	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
53	0	0	1	1	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
54	249358	257003	26335653	26078650	249378	20	0.6	1000	0.12	22.358	22.601	0.5	M4-1
56	55	55	55	0	55	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
57	91948	92998	17307786	17214788	91964	16	0.6	1000	0.12	22.358	22.601	0.5	M4-1
58	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
60	172821	174264	15354111	15179847	172822	1	0.6	1000	0.12	22.358	22.601	0.5	M4-1
63	89249	90130	11987856	11897726	89298	49	0.6	1000	0.12	22.358	22.601	0.5	M4-1
65	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
66	188994	189660	8704878	8515218	188994	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
67	0	0	0	0	0	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
69	148640	148774	7634278	7485504	148646	6	0.6	1000	0.12	22.358	22.601	0.5	M4-1
72	1444297	1449473	11493615	10044142	1444302	5	0.6	1000	0.12	22.358	22.601	0.5	M4-1
73	1	1	1	0	1	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
75	18218	18309	962578	944269	18218	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
78	12180	12247	451725	439478	12180	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
81	1988	2002	126756	124754	1988	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
84	5572	5573	52650	47077	5572	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
87	620	621	12403	11782	620	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
90	218	233	4753	4520	218	0	0.6	1000	0.12	22.358	22.601	0.5	M4-1
6	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
8	3	6	6	0	3	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
24	9161	9286	76636	67350	9282	121	0.6	1000	0.12	22.81	28.654	0.5	M5-1
27	9928	11312	53956	42644	9928	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
30	84740	84807	512578	427771	84741	1	0.6	1000	0.12	22.81	28.654	0.5	M5-1
33	15278	16399	1097421	1081022	15288	10	0.6	1000	0.12	22.81	28.654	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
36	38392	38513	3324331	3285818	38422	30	0.6	1000	0.12	22.81	28.654	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
39	75263	78081	8914753	8836672	75265	2	0.6	1000	0.12	22.81	28.654	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
42	165925	168038	24440536	24272498	166040	115	0.6	1000	0.12	22.81	28.654	0.5	M5-1
45	181392	190901	46527481	46336580	181571	179	0.6	1000	0.12	22.81	28.654	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
48	424076	430088	84142878	83712790	424571	495	0.6	1000	0.12	22.81	28.654	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
51	280272	283513	65259600	64976087	282047	1775	0.6	1000	0.12	22.81	28.654	0.5	M5-1
54	392839	394658	62826445	62431787	392946	107	0.6	1000	0.12	22.81	28.654	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
57	400340	402140	60077241	59675101	400562	222	0.6	1000	0.12	22.81	28.654	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
60	138715	141584	42878430	42736846	139023	308	0.6	1000	0.12	22.81	28.654	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
63	282571	283443	33020001	32736558	282634	63	0.6	1000	0.12	22.81	28.654	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
66	145514	146922	23225520	23078598	145514	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
69	209870	210783	17877210	17666427	209905	35	0.6	1000	0.12	22.81	28.654	0.5	M5-1
72	197525	198785	11005086	10806301	197707	182	0.6	1000	0.12	22.81	28.654	0.5	M5-1
75	27215	27401	2809635	2782234	27219	4	0.6	1000	0.12	22.81	28.654	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
78	57367	58159	2273778	2215619	57367	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
81	14868	14958	644680	629722	14868	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
84	29235	29526	328455	298929	29235	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.12	22.81	28.654	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.12	22.81	28.654	0.5	M5-1
3	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
24	80	80	17391	17311	331	251	0.6	1000	0.17	22.856	27.026	0.5	M2-1
27	58	58	20706	20648	137	79	0.6	1000	0.17	22.856	27.026	0.5	M2-1
30	317	317	102831	102514	1107	790	0.6	1000	0.17	22.856	27.026	0.5	M2-1
33	781	781	571915	571134	2125	1344	0.6	1000	0.17	22.856	27.026	0.5	M2-1
36	1469	1518	1530375	1528857	2334	865	0.6	1000	0.17	22.856	27.026	0.5	M2-1
39	13345	13402	4501500	4488098	14068	723	0.6	1000	0.17	22.856	27.026	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
42	28497	28588	10010575	9981987	29828	1331	0.6	1000	0.17	22.856	27.026	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
45	14888	15621	16522626	16507005	16456	1568	0.6	1000	0.17	22.856	27.026	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
48	32290	32345	24398605	24366260	35982	3692	0.6	1000	0.17	22.856	27.026	0.5	M2-1
51	14000	14167	23988201	23974034	17517	3517	0.6	1000	0.17	22.856	27.026	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
54	34188	34863	24217320	24182457	41165	6977	0.6	1000	0.17	22.856	27.026	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
57	28477	28771	23932821	23904050	32005	3528	0.6	1000	0.17	22.856	27.026	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
60	13957	14059	16869336	16855277	15327	1370	0.6	1000	0.17	22.856	27.026	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
63	19861	19873	11608971	11589098	20146	285	0.6	1000	0.17	22.856	27.026	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
66	42546	42563	7755891	7713328	42965	419	0.6	1000	0.17	22.856	27.026	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
69	2739	2772	4928230	4925458	2948	209	0.6	1000	0.17	22.856	27.026	0.5	M2-1
72	2709	2716	2248260	2245544	2836	127	0.6	1000	0.17	22.856	27.026	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
75	166290	166303	2494261	2327958	166364	74	0.6	1000	0.17	22.856	27.026	0.5	M2-1
78	616	617	541320	540703	816	200	0.6	1000	0.17	22.856	27.026	0.5	M2-1
81	18097	18097	402753	384656	18120	23	0.6	1000	0.17	22.856	27.026	0.5	M2-1
84	295	296	95703	95407	296	1	0.6	1000	0.17	22.856	27.026	0.5	M2-1
87	102	102	20100	19998	102	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.17	22.856	27.026	0.5	M2-1
6	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
8	3	6	6	0	3	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
24	9161	9286	76636	67350	9282	121	0.6	1000	0.11	23.094	30.714	0.5	M5-1
27	9928	11312	53956	42644	9928	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
30	84740	84807	512578	427771	84741	1	0.6	1000	0.11	23.094	30.714	0.5	M5-1
33	15278	16399	1097421	1081022	15288	10	0.6	1000	0.11	23.094	30.714	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
36	38224	38513	3324331	3285818	38246	22	0.6	1000	0.11	23.094	30.714	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
39	75263	78081	8914753	8836672	75265	2	0.6	1000	0.11	23.094	30.714	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
42	161951	168038	24440536	24272498	161979	28	0.6	1000	0.11	23.094	30.714	0.5	M5-1
45	178320	190901	46527481	46336580	178451	131	0.6	1000	0.11	23.094	30.714	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
48	424076	430088	84142878	83712790	424571	495	0.6	1000	0.11	23.094	30.714	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
51	276815	283513	65259600	64976087	278494	1679	0.6	1000	0.11	23.094	30.714	0.5	M5-1
54	389895	394658	62826445	62431787	389904	9	0.6	1000	0.11	23.094	30.714	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
57	400340	402140	60077241	59675101	400562	222	0.6	1000	0.11	23.094	30.714	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
60	138098	141584	42878430	42736846	138399	301	0.6	1000	0.11	23.094	30.714	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
63	282150	283443	33020001	32736558	282213	63	0.6	1000	0.11	23.094	30.714	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
66	145514	146922	23225520	23078598	145514	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
69	209386	210783	17877210	17666427	209421	35	0.6	1000	0.11	23.094	30.714	0.5	M5-1
72	196788	198785	11005086	10806301	196964	176	0.6	1000	0.11	23.094	30.714	0.5	M5-1
75	27104	27401	2809635	2782234	27108	4	0.6	1000	0.11	23.094	30.714	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
78	57227	58159	2273778	2215619	57227	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
81	14821	14958	644680	629722	14821	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
84	29210	29526	328455	298929	29210	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.11	23.094	30.714	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.11	23.094	30.714	0.5	M5-1
6	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
24	9286	9286	76636	67350	9430	144	0.6	1000	0.13	23.473	36.504	0.5	M5-1
27	9928	11312	53956	42644	9928	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
30	84740	84807	512578	427771	84741	1	0.6	1000	0.13	23.473	36.504	0.5	M5-1
33	16169	16399	1097421	1081022	16381	212	0.6	1000	0.13	23.473	36.504	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
36	38392	38513	3324331	3285818	38422	30	0.6	1000	0.13	23.473	36.504	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
39	75943	78081	8914753	8836672	76296	353	0.6	1000	0.13	23.473	36.504	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
42	165925	168038	24440536	24272498	166040	115	0.6	1000	0.13	23.473	36.504	0.5	M5-1
45	181392	190901	46527481	46336580	181571	179	0.6	1000	0.13	23.473	36.504	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
48	425262	430088	84142878	83712790	431289	6027	0.6	1000	0.13	23.473	36.504	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
51	280272	283513	65259600	64976087	282047	1775	0.6	1000	0.13	23.473	36.504	0.5	M5-1
54	393712	394658	62826445	62431787	394063	351	0.6	1000	0.13	23.473	36.504	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
57	400986	402140	60077241	59675101	401244	258	0.6	1000	0.13	23.473	36.504	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
60	138715	141584	42878430	42736846	139023	308	0.6	1000	0.13	23.473	36.504	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
63	283166	283443	33020001	32736558	283231	65	0.6	1000	0.13	23.473	36.504	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
66	146261	146922	23225520	23078598	146265	4	0.6	1000	0.13	23.473	36.504	0.5	M5-1
69	209870	210783	17877210	17666427	209905	35	0.6	1000	0.13	23.473	36.504	0.5	M5-1
72	198372	198785	11005086	10806301	198557	185	0.6	1000	0.13	23.473	36.504	0.5	M5-1
75	27215	27401	2809635	2782234	27219	4	0.6	1000	0.13	23.473	36.504	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
78	57953	58159	2273778	2215619	57953	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
81	14876	14958	644680	629722	14876	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
84	29235	29526	328455	298929	29235	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.13	23.473	36.504	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.13	23.473	36.504	0.5	M5-1
6	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
24	9286	9286	76636	67350	9430	144	0.6	1000	0.14	23.731	37.583	0.5	M5-1
27	9928	11312	53956	42644	9928	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
30	84805	84807	512578	427771	84810	5	0.6	1000	0.14	23.731	37.583	0.5	M5-1
33	16169	16399	1097421	1081022	16381	212	0.6	1000	0.14	23.731	37.583	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
36	38437	38513	3324331	3285818	38605	168	0.6	1000	0.14	23.731	37.583	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
39	75943	78081	8914753	8836672	76296	353	0.6	1000	0.14	23.731	37.583	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
42	165925	168038	24440536	24272498	166040	115	0.6	1000	0.14	23.731	37.583	0.5	M5-1
45	181508	190901	46527481	46336580	182065	557	0.6	1000	0.14	23.731	37.583	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
48	425262	430088	84142878	83712790	431289	6027	0.6	1000	0.14	23.731	37.583	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
51	280511	283513	65259600	64976087	284301	3790	0.6	1000	0.14	23.731	37.583	0.5	M5-1
54	393712	394658	62826445	62431787	394063	351	0.6	1000	0.14	23.731	37.583	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
57	400986	402140	60077241	59675101	401244	258	0.6	1000	0.14	23.731	37.583	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
60	139330	141584	42878430	42736846	139641	311	0.6	1000	0.14	23.731	37.583	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
63	283166	283443	33020001	32736558	283231	65	0.6	1000	0.14	23.731	37.583	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
66	146385	146922	23225520	23078598	146442	57	0.6	1000	0.14	23.731	37.583	0.5	M5-1
69	210023	210783	17877210	17666427	210087	64	0.6	1000	0.14	23.731	37.583	0.5	M5-1
