junction_length	tpos	cond_pos	cond_all	cond_neg	test_pos	fpos	norm_mini	anc_num	cdr3_length	radius	sample
78	57357	58159	2273778	2215619	57357	0	0.6	16	78	0.1	M5-1
78	57367	58159	2273778	2215619	57367	0	0.6	16	78	0.5	M5-1
78	48915	58159	2273778	2215619	48915	0	0.8	2	78	0.01	M5-1
78	48885	58159	2273778	2215619	48885	0	0.8	2	78	0.05	M5-1
78	48805	58159	2273778	2215619	48805	0	0.8	2	78	0.1	M5-1
78	46351	58159	2273778	2215619	46351	0	0.8	2	78	0.5	M5-1
78	56744	58159	2273778	2215619	56744	0	0.7	5	78	0.01	M5-1
78	57192	58159	2273778	2215619	57192	0	0.7	5	78	0.05	M5-1
78	56811	58159	2273778	2215619	56811	0	0.7	5	78	0.1	M5-1
78	53409	58159	2273778	2215619	53409	0	0.7	5	78	0.5	M5-1
78	39579	58159	2273778	2215619	39579	0	0.5	76	78	0.01	M5-1
78	52579	58159	2273778	2215619	52579	0	0.5	76	78	0.05	M5-1
78	52579	58159	2273778	2215619	52579	0	0.5	76	78	0.1	M5-1
78	57390	58159	2273778	2215619	57390	0	0.5	76	78	0.5	M5-1
